CODE,LOCATION,TYPE,RATING (MAX = 5),Address,Description,Long Description,Tags_Creation_Description,Ticket Info,image_path,open_time,close_time,coordinate,tags
,Equatorial Ho Chi Minh City,,4.3,242 Đ. Trần Bình Trọng,Equatorial Ho Chi Minh City located at 242 Đ. Trần Bình Trọng,Equatorial Ho Chi Minh City is a 5-star hotel in Ho Chi Minh City. Rated 8.6/10 by 339 reviews. Guests praise its location near Near Pham Ngu Lao. The most popular room is 'Deluxe Twin Room' with 2 single beds. Delicious breakfast|Great location,Delicious breakfast|Great location,~₫3000000/night (approx. $120),https://ak-d.tripcdn.com/images/200v1g000001h9j4a45D9_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.763335, 106.679058",Delicious breakfast|Great location
,The Vista Landmark Central Park Apartment,,4.7,208 D. Nguyen Huu Canh,The Vista Landmark Central Park Apartment located at 208 D. Nguyen Huu Canh,The Vista Landmark Central Park Apartment is a 4-star hotel in Ho Chi Minh City. Rated 9.4/10 by 3 reviews. Guests praise its location near Near Landmark 81 Sky View Observatory | Vinhomes Central Park. The most popular room is '1-Bedroom Apartment City View – Kitchen & 24H Check-in' with 1 queen bed and 1 sofa bed. ,,~₫1175000/night (approx. $47),https://ak-d.tripcdn.com/images/1mc3312000lg62gxnFD2A_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.795524, 106.719203",
,Bros Hotel,,4.0,222 Nguyen Cu Trinh,Bros Hotel located at 222 Nguyen Cu Trinh,Bros Hotel is a 2-star hotel in Ho Chi Minh City. Rated 7.9/10 by 15 reviews. Guests praise its location near Near Pham Ngu Lao. The most popular room is 'Standard Room' with 1 double bed. ,,~₫725000/night (approx. $29),https://ak-d.tripcdn.com/images/0581i12000mf8euxxA509_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.762797, 106.686923",
,InterContinental Grand Ho Tram,,4.7,"Ho Tram Hamlet, Ho Tram Commune, Ho Chi Minh City","InterContinental Grand Ho Tram located at Ho Tram Hamlet, Ho Tram Commune, Ho Chi Minh City","InterContinental Grand Ho Tram is a 5-star hotel in Phuoc Thuan. Rated 9.3/10 by 90 reviews. Guests praise its location near Near Ho Tram Beach, Phuoc Thuan. The most popular room is 'Classic King Room - Non-Smoking' with 1 king bed. Great stay!|Great service",Great stay!|Great service,~₫2475000/night (approx. $99),https://ak-d.tripcdn.com/images/0225b120009c6vqxq46A4_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.486559, 107.454275",Great stay!|Great service
,Soho Residence Studio Apartment,,4.2,100 Co Giang street,Soho Residence Studio Apartment located at 100 Co Giang street,Soho Residence Studio Apartment is a 3-star hotel in Ho Chi Minh City. Rated 8.5/10 by 1 review. Guests praise its location near Near Pham Ngu Lao. The most popular room is 'Studio' with 1 double bed. ,,~₫950000/night (approx. $38),https://ak-d.tripcdn.com/images/1mc2m12000il9n3yc7619_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.763691, 106.694603",
,THE RICE 191 BUI VIEN HOTEL,,4.5,"191, Bui Vien street","THE RICE 191 BUI VIEN HOTEL located at 191, Bui Vien street",THE RICE 191 BUI VIEN HOTEL is a 2-star hotel in Ho Chi Minh City. Rated 8.9/10 by 52 reviews. Guests praise its location near Near Pham Ngu Lao | Bui Vien Walking Street. The most popular room is 'Equal ROH - Double Bed/fresh Linen - Aircon/Hot Shower' with 1 double bed. Clean and tidy|Great stay!,Clean and tidy|Great stay!,~₫400000/night (approx. $16),https://ak-d.tripcdn.com/images/1mc2p12000kx18s6nD104_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.765757, 106.690987",Clean and tidy|Great stay!
,Saigon Riverside Complex D7,,5.0,"04 Dao Tri Street, Phu My","Saigon Riverside Complex D7 located at 04 Dao Tri Street, Phu My",Saigon Riverside Complex D7 is a 3-star hotel in Ho Chi Minh City. Rated 10.0/10 by 1 review. Guests praise its location near Near Saigon Exhibition and Convention Center (SECC). The most popular room is '1 Bedroom Apartment' with 1 queen bed. ,,~₫1600000/night (approx. $64),https://ak-d.tripcdn.com/images/1mc2212000gmchb5pC59C_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.721524, 106.742769",
,The L’anmien Saigon District 3 by Tan Dinh Church,,4.8,"22 truong quyen, phuong 6","The L’anmien Saigon District 3 by Tan Dinh Church located at 22 truong quyen, phuong 6",The L’anmien Saigon District 3 by Tan Dinh Church is a 2-star hotel in Ho Chi Minh City. Rated 9.5/10 by 4 reviews. Guests praise its location near Near Saigon Japan Town. The most popular room is '1-Bed Boutique Apartment' with 1 queen bed and 1 sofa bed. ,,~₫725000/night (approx. $29),https://ak-d.tripcdn.com/images/1mc6012000mj4lxlbEA1C_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.786581, 106.692757",
,CityHouse - LightHouse SG,,4.2,"179 Co Giang st, Co Giang ward","CityHouse - LightHouse SG located at 179 Co Giang st, Co Giang ward",CityHouse - LightHouse SG is a 3-star hotel in Ho Chi Minh City. Rated 8.5/10 by 26 reviews. Guests praise its location near Near Pham Ngu Lao | Bach Dang Riverside. The most popular room is 'Standard Studio Without Window' with 1 queen bed. Great stay!,Great stay!,~₫675000/night (approx. $27),https://ak-d.tripcdn.com/images/1mc3z12000mb4a6kq50B9_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.761789, 106.693519",Great stay!
,Camila Airport Hotel,,4.3,"No. 03 Song Da, Ward 2","Camila Airport Hotel located at No. 03 Song Da, Ward 2",Camila Airport Hotel is a 3-star hotel in Ho Chi Minh City. Rated 8.6/10 by 24 reviews. Guests praise its location near Near Tan Son Nhat International Airport | Tan Son Nhat Airport Area. The most popular room is 'Triple Room' with 1 queen bed and 1 single bed. ,,~₫550000/night (approx. $22),https://ak-d.tripcdn.com/images/1mc5r12000laacl1i694B_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.806449, 106.664904",
,Hung Anh Hotel,,4.6,35 Thep Moi,Hung Anh Hotel located at 35 Thep Moi,Hung Anh Hotel is a 2-star hotel in Ho Chi Minh City. Rated 9.2/10 by 2 reviews. Guests praise its location near Near Tan Son Nhat International Airport. The most popular room is 'Standard Double' with 1 queen bed. ,,~₫250000/night (approx. $10),https://ak-d.tripcdn.com/images/1mc5q12000knuh7fj508B_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.79671, 106.64821",
,M Village Living Vo Thi Sau,,4.6,"232/15 Đ. Võ Thị Sáu, Phường Võ Thị Sáu","M Village Living Vo Thi Sau located at 232/15 Đ. Võ Thị Sáu, Phường Võ Thị Sáu",M Village Living Vo Thi Sau is a 3-star hotel in Ho Chi Minh City. Rated 9.2/10 by 88 reviews. Guests praise its location near Near Pham Ngu Lao. The most popular room is 'Standard Studio' with 1 queen bed. Great stay!|Clean and tidy,Great stay!|Clean and tidy,~₫1150000/night (approx. $46),https://ak-d.tripcdn.com/images/1mc3k12000im3wb1iBF6C_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.782587, 106.685375",Great stay!|Clean and tidy
,Sheraton Saigon Grand Opera Hotel,,4.7,"88 Dong Khoi, Sai Gon Ward","Sheraton Saigon Grand Opera Hotel located at 88 Dong Khoi, Sai Gon Ward","Sheraton Saigon Grand Opera Hotel is a 5-star hotel in Ho Chi Minh City. Rated 9.3/10 by 476 reviews. Guests praise its location near Near Saigon Japan Town | Nguyen Hue Walking Street. The most popular room is 'Guest Room, 1 King Bed' with 1 king bed. Delicious breakfast|Located downtown",Delicious breakfast|Located downtown,~₫4825000/night (approx. $193),https://ak-d.tripcdn.com/images/1mc3112000icibkvj724E_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.775446, 106.703878",Delicious breakfast|Located downtown
,An Corner - Sunwah Pearl Apartment,,5.0,90 Nguyen Huu Canh,An Corner - Sunwah Pearl Apartment located at 90 Nguyen Huu Canh,An Corner - Sunwah Pearl Apartment is a 3-star hotel in Ho Chi Minh City. Rated 10.0/10 by 8 reviews. Guests praise its location near Near Landmark 81 Sky View Observatory | Hang Xanh. The most popular room is 'Single Room' with 1 king bed. ,,~₫1575000/night (approx. $63),https://ak-d.tripcdn.com/images/0204y12000di8vex2EC20_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.789544, 106.717833",
,Lanura Saigon Boutique Hotel,,4.3,"99/18 - 18A, 99/18 Nguyen Thai Binh Street, Ward 4","Lanura Saigon Boutique Hotel located at 99/18 - 18A, 99/18 Nguyen Thai Binh Street, Ward 4",Lanura Saigon Boutique Hotel is a 2-star hotel in Ho Chi Minh City. Rated 8.6/10 by 42 reviews. Guests praise its location near Near Tan Son Nhat International Airport. The most popular room is 'Superior Queen Room' with 1 queen bed. Clean and tidy|Great service,Clean and tidy|Great service,~₫675000/night (approx. $27),https://ak-d.tripcdn.com/images/1mc0112000egmkrwa313C_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.799167, 106.656979",Clean and tidy|Great service
,Bin Bin Hotel 10 - Mimosa Near Tan Son Nhat Airport,,4.5,21 Bach Dang,Bin Bin Hotel 10 - Mimosa Near Tan Son Nhat Airport located at 21 Bach Dang,Bin Bin Hotel 10 - Mimosa Near Tan Son Nhat Airport is a 2-star hotel in Ho Chi Minh City. Rated 9.0/10 by 48 reviews. Guests praise its location near Near Tan Son Nhat International Airport | Tan Son Nhat Airport Area. The most popular room is 'Superior Room' with 1 queen bed. Clean and tidy|Great stay!,Clean and tidy|Great stay!,~₫450000/night (approx. $18),https://ak-d.tripcdn.com/images/1mc2c12000k2qhadm7D7C_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.81464, 106.67089",Clean and tidy|Great stay!
,Cupid Hotel 2,,4.3,52/25 - 52/27 Cu Lao Street,Cupid Hotel 2 located at 52/25 - 52/27 Cu Lao Street,Cupid Hotel 2 is a 2-star hotel in Ho Chi Minh City. Rated 8.7/10 by 63 reviews. Guests praise its location near Near Tan Dinh Church. The most popular room is 'Superior Room' with 1 queen bed. Friendly host|Great stay!,Friendly host|Great stay!,~₫375000/night (approx. $15),https://ak-d.tripcdn.com/images/1mc3r12000dvyvtjiD8E0_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.797211, 106.688941",Friendly host|Great stay!
,JW Marriott Hotel & Suites Saigon,,4.6,"Corner Hai Ba Trung Street & Le Duan Boulevard, Ben Nghe Ward","JW Marriott Hotel & Suites Saigon located at Corner Hai Ba Trung Street & Le Duan Boulevard, Ben Nghe Ward","JW Marriott Hotel & Suites Saigon is a 5-star hotel in Ho Chi Minh City. Rated 9.2/10 by 199 reviews. Guests praise its location near Near Saigon Japan Town. The most popular room is 'Deluxe Guest Room, 2 Twin' with 2 single beds. Great location|Great stay!",Great location|Great stay!,~₫6625000/night (approx. $265),https://ak-d.tripcdn.com/images/0223312000h04end9BCB9_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.780941, 106.700568",Great location|Great stay!
,Roseland Corp Hotel,,4.5,"8A/6D2 Thai Van Lung St., Sai Gon Ward","Roseland Corp Hotel located at 8A/6D2 Thai Van Lung St., Sai Gon Ward",Roseland Corp Hotel is a 3-star hotel in Ho Chi Minh City. Rated 9.0/10 by 875 reviews. Guests praise its location near Near Saigon Japan Town | Le Thanh Ton. The most popular room is 'Deluxe Double Room' with 1 queen bed. Delicious breakfast|Great for business trips,Delicious breakfast|Great for business trips,~₫3075000/night (approx. $123),https://ak-d.tripcdn.com/images/1mc0w12000b6hnpkkA6E6_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.77918, 106.70508",Delicious breakfast|Great for business trips
,Harmony Saigon Hotel & Spa,,4.3,34 Đ. Bùi Thị Xuân,Harmony Saigon Hotel & Spa located at 34 Đ. Bùi Thị Xuân,Harmony Saigon Hotel & Spa is a 4-star hotel in Ho Chi Minh City. Rated 8.6/10 by 75 reviews. Guests praise its location near Near Pham Ngu Lao | Ho Chi Minh City Centre. The most popular room is 'Deluxe Room (No view)' with 1 queen bed or 2 single beds. Friendly host|Great stay!,Friendly host|Great stay!,~₫1650000/night (approx. $66),https://ak-d.tripcdn.com/images/1mc1n12000lubac9rCA1B_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.771986, 106.690308",Friendly host|Great stay!
,A25 Hotel - 167 Pham Ngu Lao,,4.2,"167 Pham Ngu Lao, Pham Ngu Lao","A25 Hotel - 167 Pham Ngu Lao located at 167 Pham Ngu Lao, Pham Ngu Lao",A25 Hotel - 167 Pham Ngu Lao is a 2-star hotel in Ho Chi Minh City. Rated 8.3/10 by 94 reviews. Guests praise its location near Near Pham Ngu Lao | Pham Ngu Lao Street Area. The most popular room is 'Superior Twin' with 2 single beds. Great service|Great location,Great service|Great location,~₫750000/night (approx. $30),https://ak-d.tripcdn.com/images/1mc2912000nw8q4em5A8B_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.768907, 106.694206",Great service|Great location
,Cosy City Center 4BR Townhouse with Garden in D1,,5.0,"Hem 103/17 Tran Dinh Xu, Nguyen Cu Trinh","Cosy City Center 4BR Townhouse with Garden in D1 located at Hem 103/17 Tran Dinh Xu, Nguyen Cu Trinh",Cosy City Center 4BR Townhouse with Garden in D1 is a 4-star hotel in Ho Chi Minh City. Rated 10.0/10 by 3 reviews. Guests praise its location near Near Pham Ngu Lao. The most popular room is '4 Bed 3 Bath Whole Townhouse' with 5 beds. ,,~₫3050000/night (approx. $122),https://ak-d.tripcdn.com/images/1mc6812000m2tirl24DC0_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.761539, 106.688273",
,Your Homes River Gate Premium,,4.7,151 Đường Bến Vân Đồn,Your Homes River Gate Premium located at 151 Đường Bến Vân Đồn,Your Homes River Gate Premium is a 4-star hotel in Ho Chi Minh City. Rated 9.3/10 by 108 reviews. Guests praise its location near Near Pham Ngu Lao | Bach Dang Riverside. The most popular room is 'Studio Superior' with 1 king bed. Great stay!|Great location,Great stay!|Great location,~₫900000/night (approx. $36),https://ak-d.tripcdn.com/images/0204812000c3sv39v2654_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.76198, 106.69936",Great stay!|Great location
,SILA Urban Living,,4.5,"21 Ngo Thoi Nhiem, Xuan Hoa Ward","SILA Urban Living located at 21 Ngo Thoi Nhiem, Xuan Hoa Ward",SILA Urban Living is a 4-star hotel in Ho Chi Minh City. Rated 8.9/10 by 109 reviews. Guests praise its location near Near Pham Ngu Lao. The most popular room is 'Deluxe Studio' with 1 queen bed. Great stay!|Great rooms,Great stay!|Great rooms,~₫1875000/night (approx. $75),https://ak-d.tripcdn.com/images/200e1e000001fkr9pECFE_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.781019, 106.690461",Great stay!|Great rooms
,Somerset Feliz Ho Chi Minh City,,4.7,"No. 1 Phan Van Dang Street, Thanh My Loi Ward, Thu Duc City","Somerset Feliz Ho Chi Minh City located at No. 1 Phan Van Dang Street, Thanh My Loi Ward, Thu Duc City",Somerset Feliz Ho Chi Minh City is a 4-star hotel in Ho Chi Minh City. Rated 9.4/10 by 212 reviews. Guests praise its location near 6.6 km from center. The most popular room is 'Deluxe Room With Two Bedrooms' with 1 king bed and 1 queen bed. Great swimming pool|Clean pool,Great swimming pool|Clean pool,~₫2875000/night (approx. $115),https://ak-d.tripcdn.com/images/1mc3612000cl1nl08C868_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.778111, 106.7567",Great swimming pool|Clean pool
,Viet Lotus Saigon Hotel,,4.2,33 Đ. Cao Thắng,Viet Lotus Saigon Hotel located at 33 Đ. Cao Thắng,Viet Lotus Saigon Hotel is a 4-star hotel in Ho Chi Minh City. Rated 8.4/10 by 67 reviews. Guests praise its location near Near Pham Ngu Lao. The most popular room is 'Executive Room' with 1 queen bed. ,,~₫1325000/night (approx. $53),https://ak-d.tripcdn.com/images/1mc0z12000h86rqa25162_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.769512, 106.682112",
,Express by M Village 46 Thao Dien,,4.4,"No. 36, Street 46, Quarter 5, Thao Dien Ward, Thu Duc City","Express by M Village 46 Thao Dien located at No. 36, Street 46, Quarter 5, Thao Dien Ward, Thu Duc City",Express by M Village 46 Thao Dien is a 3-star hotel in Ho Chi Minh City. Rated 8.8/10 by 13 reviews. Guests praise its location near Near Thao Dien Metro Station | Thao Dien. The most popular room is 'One-Bedroom Suite' with 1 king bed. ,,~₫3550000/night (approx. $142),https://ak-d.tripcdn.com/images/1mc4p12000lq8ugji0C36_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.808037, 106.730237",
,InterContinental Grand Ho Tram,,4.7,"Ho Tram Hamlet, Ho Tram Commune, Ho Chi Minh City","InterContinental Grand Ho Tram located at Ho Tram Hamlet, Ho Tram Commune, Ho Chi Minh City","InterContinental Grand Ho Tram is a 5-star hotel in Phuoc Thuan. Rated 9.3/10 by 90 reviews. Guests praise its location near Near Ho Tram Beach, Phuoc Thuan. The most popular room is 'Classic King Room - Non-Smoking' with 1 king bed. Great stay!|Great service",Great stay!|Great service,~₫2475000/night (approx. $99),https://ak-d.tripcdn.com/images/0225b120009c6vqxq46A4_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.486559, 107.454275",Great stay!|Great service
,Saigon Prince Hotel,,4.3,"63 Nguyen Hue, Ben Nghe","Saigon Prince Hotel located at 63 Nguyen Hue, Ben Nghe",Saigon Prince Hotel is a 4-star hotel in Ho Chi Minh City. Rated 8.7/10 by 191 reviews. Guests praise its location near Near Saigon Japan Town | Nguyen Hue Walking Street. The most popular room is 'Club Room' with 1 queen bed or 2 single beds. Great service|Convenient location,Great service|Convenient location,~₫2850000/night (approx. $114),https://ak-d.tripcdn.com/images/1mc2412000grrs10lA7C9_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.77281, 106.704069",Great service|Convenient location
,"Cozy 2BR Apartment centrally in the heart of Hochiminh, Saigon",,4.7,100 Co Giang Street,"Cozy 2BR Apartment centrally in the heart of Hochiminh, Saigon located at 100 Co Giang Street","Cozy 2BR Apartment centrally in the heart of Hochiminh, Saigon is a 3-star hotel in Ho Chi Minh City. Rated 9.3/10 by 6 reviews. Guests praise its location near Near Pham Ngu Lao. The most popular room is 'Cozy 2BR Apartment centrally in heart of Hochiminh, Saigon' with 1 queen bed and 1 king bed. ",,~₫1600000/night (approx. $64),https://ak-d.tripcdn.com/images/0201i12000d6iitbgA86A_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.763691, 106.694603",
,Express by M Village Nguyen Van Thu,,4.5,217 Nguyen Van Thu,Express by M Village Nguyen Van Thu located at 217 Nguyen Van Thu,Express by M Village Nguyen Van Thu is a 3-star hotel in Ho Chi Minh City. Rated 9.0/10 by 51 reviews. Guests praise its location near Near Saigon Japan Town. The most popular room is 'Deluxe Room' with 1 queen bed. Great location|Clean and tidy,Great location|Clean and tidy,~₫1100000/night (approx. $44),https://ak-d.tripcdn.com/images/1mc0h12000io9q6zh934D_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.786125, 106.695593",Great location|Clean and tidy
,CityHouse - Atelier,,4.9,"45 Nguyen Duy Hieu st, Thao Dien ward","CityHouse - Atelier located at 45 Nguyen Duy Hieu st, Thao Dien ward",CityHouse - Atelier is a 4-star hotel in Ho Chi Minh City. Rated 9.8/10 by 17 reviews. Guests praise its location near Near Thao Dien Metro Station | Thao Dien. The most popular room is '3 Bedroom Apartment' with 3 queen beds. ,,~₫2825000/night (approx. $113),https://ak-d.tripcdn.com/images/1mc2712000n08q0miB836_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.803243, 106.737211",
,Staycation Downtown - Ben Thanh Tower D1,,4.6,"136 - 138 Le Thi Hong Gam Street, Nguyen Thai Binh Ward","Staycation Downtown - Ben Thanh Tower D1 located at 136 - 138 Le Thi Hong Gam Street, Nguyen Thai Binh Ward",Staycation Downtown - Ben Thanh Tower D1 is a 4-star hotel in Ho Chi Minh City. Rated 9.2/10 by 6 reviews. Guests praise its location near Near Pham Ngu Lao. The most popular room is 'One-Bedroom Apartment' with 1 queen bed. ,,~₫2800000/night (approx. $112),https://ak-d.tripcdn.com/images/0586z12000lx2hegg7AA1_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.768792, 106.697172",
,M Saigon Apartment-The Manor 2,,4.5,"89  Nguyen Huu Canh Street, Ward 22","M Saigon Apartment-The Manor 2 located at 89  Nguyen Huu Canh Street, Ward 22",M Saigon Apartment-The Manor 2 is a 3-star hotel in Ho Chi Minh City. Rated 9.0/10 by 1 review. Guests praise its location near Near Landmark 81 Sky View Observatory | Hang Xanh. The most popular room is 'Classic Queen Room' with 1 queen bed. ,,~₫850000/night (approx. $34),https://ak-d.tripcdn.com/images/1mc6712000kwy3dff7CB6_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.792773, 106.717751",
,Sabina Boutique Hotel 3,,4.5,"2-4 Phan Khiem Ich, Hung Gia 1 Town","Sabina Boutique Hotel 3 located at 2-4 Phan Khiem Ich, Hung Gia 1 Town",Sabina Boutique Hotel 3 is a 3-star hotel in Ho Chi Minh City. Rated 9.0/10 by 158 reviews. Guests praise its location near Near Saigon Exhibition and Convention Center (SECC) | Phu My Hung. The most popular room is 'Premium Suite' with 1 queen bed. Clean and tidy|Delicious breakfast,Clean and tidy|Delicious breakfast,~₫1725000/night (approx. $69),https://ak-d.tripcdn.com/images/0221r12000ky6l7cz28B9_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.73306, 106.710036",Clean and tidy|Delicious breakfast
,Home Away - Dang Thi Nhu,,4.3,23 Dang Thi Nhu,Home Away - Dang Thi Nhu located at 23 Dang Thi Nhu,"Home Away - Dang Thi Nhu is a 3-star hotel in Ho Chi Minh City. Rated 8.7/10 by 41 reviews. Guests praise its location near Near Pham Ngu Lao. The most popular room is 'Comfort Double Room, Kitchenette, City View' with 1 queen bed and 1 futon bed. Great location|Great stay!",Great location|Great stay!,~₫400000/night (approx. $16),https://ak-d.tripcdn.com/images/0221g12000lt2471h7E9D_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.769323, 106.697352",Great location|Great stay!
,Sheraton Saigon Grand Opera Hotel,,4.7,"88 Dong Khoi, Sai Gon Ward","Sheraton Saigon Grand Opera Hotel located at 88 Dong Khoi, Sai Gon Ward","Sheraton Saigon Grand Opera Hotel is a 5-star hotel in Ho Chi Minh City. Rated 9.3/10 by 476 reviews. Guests praise its location near Near Saigon Japan Town | Nguyen Hue Walking Street. The most popular room is 'Guest Room, 1 King Bed' with 1 king bed. Delicious breakfast|Located downtown",Delicious breakfast|Located downtown,~₫4825000/night (approx. $193),https://ak-d.tripcdn.com/images/1mc3112000icibkvj724E_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.775446, 106.703878",Delicious breakfast|Located downtown
,Loftic Apartments - Tan Dinh,,4.4,"44 Tran Quang Khai Street, Tan Dinh Ward","Loftic Apartments - Tan Dinh located at 44 Tran Quang Khai Street, Tan Dinh Ward",Loftic Apartments - Tan Dinh is a 3-star hotel in Ho Chi Minh City. Rated 8.8/10 by 3 reviews. Guests praise its location near Near Saigon Japan Town. The most popular room is 'Loftic Balcony View' with 1 queen bed. ,,~₫675000/night (approx. $27),https://ak-d.tripcdn.com/images/1mc6c12000m76kv881748_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.792656, 106.694614",
,Villa Song Saigon,,4.5,197/2 Nguyen Van Huong,Villa Song Saigon located at 197/2 Nguyen Van Huong,Villa Song Saigon is a 4-star hotel in Ho Chi Minh City. Rated 9.0/10 by 40 reviews. Guests praise its location near Near An Phu Metro Station | Thao Dien. The most popular room is 'Villa Room' with 1 king bed or 2 single beds. Great stay!|Great food,Great stay!|Great food,~₫3250000/night (approx. $130),https://ak-d.tripcdn.com/images/20040o000000f95zg5457_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.815743, 106.733912",Great stay!|Great food
,Yoyo Airport Saigon Hotel,,4.1,"11 Tran Quoc Hoan, Ward 4","Yoyo Airport Saigon Hotel located at 11 Tran Quoc Hoan, Ward 4",Yoyo Airport Saigon Hotel is a 3-star hotel in Ho Chi Minh City. Rated 8.2/10 by 68 reviews. Guests praise its location near Near Tan Son Nhat International Airport. The most popular room is 'Superior Twin Room' with 2 queen beds. Easy to get around|Close to airport,Easy to get around|Close to airport,~₫400000/night (approx. $16),https://ak-d.tripcdn.com/images/1mc2612000hfpm6mk45B7_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.801349, 106.66202",Easy to get around|Close to airport
,NTA Hotel - Serviced Apartments,,4.5,"171 - 173 Dien Bien Phu, Tan Dinh Ward","NTA Hotel - Serviced Apartments located at 171 - 173 Dien Bien Phu, Tan Dinh Ward",NTA Hotel - Serviced Apartments is a 4-star hotel in Ho Chi Minh City. Rated 9.0/10 by 103 reviews. Guests praise its location near Near Saigon Japan Town. The most popular room is 'Studio Suite' with 1 queen bed. Clean and tidy|Great rooms,Clean and tidy|Great rooms,~₫1200000/night (approx. $48),https://ak-d.tripcdn.com/images/200k1b000001b1jfaCB2C_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.78706, 106.694396",Clean and tidy|Great rooms
,JW Marriott Hotel & Suites Saigon,,4.6,"Corner Hai Ba Trung Street & Le Duan Boulevard, Ben Nghe Ward","JW Marriott Hotel & Suites Saigon located at Corner Hai Ba Trung Street & Le Duan Boulevard, Ben Nghe Ward","JW Marriott Hotel & Suites Saigon is a 5-star hotel in Ho Chi Minh City. Rated 9.2/10 by 199 reviews. Guests praise its location near Near Saigon Japan Town. The most popular room is 'Deluxe Guest Room, 2 Twin' with 2 single beds. Great location|Great stay!",Great location|Great stay!,~₫6625000/night (approx. $265),https://ak-d.tripcdn.com/images/0223312000h04end9BCB9_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.780941, 106.700568",Great location|Great stay!
,First Hotel,,4.1,18 Hoàng Việt,First Hotel located at 18 Hoàng Việt,First Hotel is a 4-star hotel in Ho Chi Minh City. Rated 8.2/10 by 148 reviews. Guests praise its location near Near Tan Son Nhat International Airport. The most popular room is 'Deluxe Double Room' with 1 queen bed. Great stay!|Easy to get around,Great stay!|Easy to get around,~₫1050000/night (approx. $42),https://ak-d.tripcdn.com/images/220c0u000000japif35D0_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.795773, 106.659632",Great stay!|Easy to get around
,Soho Premium Suites - Ben Thanh Market Area & SG's Heart,,4.3,92B Le Lai,Soho Premium Suites - Ben Thanh Market Area & SG's Heart located at 92B Le Lai,Soho Premium Suites - Ben Thanh Market Area & SG's Heart is a 2-star hotel in Ho Chi Minh City. Rated 8.6/10 by 3 reviews. Guests praise its location near Near Pham Ngu Lao | Ho Chi Minh City Centre. The most popular room is 'Superior Studio' with 2 queen beds. ,,~₫675000/night (approx. $27),https://ak-d.tripcdn.com/images/1mc7412000lmg3kfv73E9_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.770065, 106.693617",
,Adora Hotel,,4.3,42-44 Thủ Khoa Huân,Adora Hotel located at 42-44 Thủ Khoa Huân,Adora Hotel is a 4-star hotel in Ho Chi Minh City. Rated 8.6/10 by 388 reviews. Guests praise its location near Near Pham Ngu Lao | Ho Chi Minh City Centre. The most popular room is 'Deluxe Triple Room' with 1 single bed and 1 queen bed. Delicious breakfast|Convenient location,Delicious breakfast|Convenient location,~₫2850000/night (approx. $114),https://ak-d.tripcdn.com/images/0586812000crpm2aq0D44_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.774433, 106.696839",Delicious breakfast|Convenient location
